,description,note
900,Well situated Good breakfast Check in was not good I was offered the chance to have an early check in and took it but when I arrived I was told this only worked if rooms were available Why offer it if it might not be available Staff were not very apologetic about it ,6
901,I like the bedding They could do a breakfast better But compare to all other hotels in Saint Germain des pres area this hotel is the most decent Bathroom clean great area quiet and warm room Room being small is typical Paris and it is expected in this area particularly so I wont complain about the room size ,8
902,superb decor chinoise antique  cher mais excellent,8
903,Acceuil propreté proximité du métro calme,8
904,Accueil parfait très chaleureux endroit magnifique  chambres bien insonorisées,10
905,Personnel extrêmement sympathique et accueillant hôtel très bien situé et intimiste ,10
906,Perfect staff clean good place   and the view of the rooftop magic  ,10
907,Bon séjour mais problème de climatisation  choffage uniquement  raison  un client a froid du coup tout létage a été mis en mode choffage,8
908,Pas aimé les  euros à payer davance pour le mini bar,6
909,Chambre petite  Service tres correct  Personnel compétent ,6
910,Hôtel très bien situé dans Paris Les chambres sont propres et l’accueil est bon Notre chambre était très petite même si très bien pensée et fonctionnelle  ok pour un court séjour A noter   il n’y a pas de spa dans l’hôtel,8
911,Hôtel très propre mais déçu de mon séjour réveillé  fois à h par des ouvriers à ma fenêtre et par le bruit de la perceuse petit déjeuner très minimaliste et pas de place pour prendre son petit déjeuner… ,2
912,Accueil très agréable prestation de qualité chambre avec de belles finitions,10
913,Super hôtel  Le personnel est très agréable ,8
914,C est la deuxième fois en  mois que nous séjournons à l hôtel que je trouve toujours aussi sympathique Le personnel est très gentil la chambre est propre et l emplacement est idéal,10
915,Décevant pour un  étoiles  Pas de plateau daccueil pas de chaussons ni peignoirs Pas de mini bar Petitdéjeuner à  h ça fait tard,8
916,hôtel calme à proximité des commerces et des monuments la chambre bien équipée mais il manque un mini bar pour les boissons il y avait des défauts dans la chambre le miroir tâché de rouille et la robinetterie de la baignoire usagé rouillé et taché par la salissure,8
917,Personnel adorable  Situation parfaite  Chambre coquette  et silencieuse  Séjour agréable ,10
918,N,8
919,Emplacement très bien situer qualité prix très satisfaisant ,10
920,Tres bien situées excellent personnel ,10
921,Exceptionnelle situation  et be hotel bien rénové excellent service,10
922,Situation géographique fantastique sur la Rue de Rivoli personnel sympathique avenant et serviable Chambre très bien en rapport qualitéprix,10
923,Très bon accueil Hôtel un peu vieillot mais très confortable et bien situé Belle vue ,10
924,Les  vrais points forts sont la localisation exceptionnelle et l’extrême gentillesse du personnel La chambre standard toutefois présentait quelques petits défauts pour un  étoiles au niveau de l’entretien mais rien de bien rédhibitoire,8
925,Outre la propreté des lieux qui est parfaite il faut mentionner la gentillesse de tout le personnel que ce soit de jour ou de nuit Le déjeuner est excellent Encore une fois bravo au personnel ,10
926,Séjour mi affaire mi plaisir première expérience très positive dans cet hôtel réception très agréable à l’écoute des demandes Cet hôtel est très bien situé et donne accès facilement aux transports en communs,10
927,Sejour agreable jy retournerai volontiers,8
928,Hotel propre personnel agréable pratique daccès par métro,10
929,Hotel de bonne qualité et bien tenu Chambre bien aménagée offrant une bonne literie,8
930,Un personnel très accueillant des chambres spacieuses et bien équipés les lits sont vraiment bien et un emplacement dans Paris vraiment pratique font de cet hôtel un bon choix en famille ou pour affaire,10
931,Hôtel vraiment bien situé près de tout ,10
932,Super séjour ,10
933,Tranquillité calme et réactivité du personnel,10
934,Très bon accueil dans un hôtel chaleureux et accueillant avec le charme des hôtels d autrefois et un confort au top ,10
935,Très bien la chambre petite mais  confortable et propre,10
936,Petit hôtel parisien bien placé et très accueillant ,10
937,Un accueil agréable la chambre standard correctement équipée et assez propre mais très petite avec une fenêtre donnant sur un mur et une douche minuscule même pour moi qui suis petite et menue  ,4
938,Excellent accueil surclassement de la chambre Personnel très agréable Superbe chambre avec vue dégagée on apperçoit le Sacré Coeur,10
939,La chambre standard est petite et la fenêtre est aveugle   en pleine journée il fait toujours noir dans la chambre en lumière naturelle  Si vous prévoyez de recevoir visites dans votre chambre on refusera  laccès aux invités travail ou autre sous prétexte de conditions Covid et pour éviter les dégradations   il ny a pas détat des lieux avantapres Dans la salle de bains pas de mitigées mais des robinets mélangeurs très archaïque pour un  étoiles Best western  Bon petit déjeuner ,4
940,Chambre très confortable spacieuse et propre Bien située Personnel très sympathique  Notamment la réceptionniste  Philippine je crois   qui était très agréable Je recommande totalement ,8
941,Endroit très agréable très bien localisé pour profiter de Paris Je recommande,8
942,Hôtel agréable bon séjour à refaire ,8
943,Super bien placé un superbe accueil petit déjeuner sympa et nous avons bien dormi,10
944,Un très bon hôtel idéalement situé confortable un personnel daccueil aux petits soins Cétait mon deuxième séjour en peu de temps A renouveler sans hésitation,10
945,Le séjour a été convenable l’emplacement est idéal pour découvrir Paris à pied beaucoup de monuments de place proche de l’hôtel le métro devant l’hôtel seulement la literie un peu usé et l’hôtel mérite un petit rafraîchissement Une nuit l’alarme incendie s’est déclenché tout le monde dans l’escalier aucune explication Et les chambres pas trop insonorisé nous entendions la salle de bain de la chambre d’à côté Le personnel est assez gentil et accueillant,6
946,Très bon emplacement pas loin des  grands magasins  l’opéra  la concorde personnel accueillant et souriant chambre impeccable petit déjeuner riche et varié ,10
947,Hotel agreable chambre confortable Je reviendrai,10
948,Hôtel agréable avec un personnel accueillant et souriant  chambre confortable petit déjeuner copieux et varié,10
949,Lemplacement de lhôtel est bien situé pour les différents attraits touristiques La chambre est confortable et propre Les employés sont sympathiques et toujours prêt à nous aider Je recommande cet hôtel sans gêne,8
950,Great location and nice stay I definitely recommend this place ,10
951,Très serviable à l’a réception ,8
952,Hôtel très bien placé belles prestations Dommage que laccueil nait pas été à la hauteur,10
953,Accueil sympathique bon hotel très bonne literie,8
954,Accueil adorable chambre ultraconfortable situation parfaite ,10
955,Un personnel au dela de toute espérance sur Paris Des chambres propres bien entretenues  Une excellente literie Chambre bien insonorisées  Jy reviendrai à la première occasion ,10
956,Hôtel sans prétention Jai été agréablement surpris Jy reviendrai,10
957,je n’ai pas eu de climatisationuniquement la dernière nuit Je ne reviens pas,6
958,Le confort,10
959,Le personnel et la direction est plus qu’attentif a nos demandes Tr’es bon Hotel,10
960,La situation geographique est parfaite Le calme et la qualite du lieu egalement,10
961,Parfait pour un séjour professionnel,8
962,séjour très agréable nous avons apprécié la gentillesse du personel et souhaitons revenir dans cet hôtel très sympa,10
963,Chambre sur cour intérieure fort tranquille,10
964,Night audit très sympathique hôtel propre Plomberie un peu vétuste ,8
965,La baignoire était malheureusement tachée  Mais le plus ennuyeux est que nous avons signalé des traces qui auraient pu être enlevées Cela aurait dû être fait le temps que nous nous étions absentées mais sans succès  La télécommande de la tv n’était pas utilisable problème de piles ,6
966,Séjour extrêmement agréable Hotel charmant Le personnel est sympathique et disponible Un must go ,10
967,Un hôtel  étoiles qui en vaut  bien au dessus des  étoiles environnants,10
968,Très bien  Très bon accueil  Un personnel à nos petits soins Nous conservons cette adresse,10
969,Très mauvaise isolation sonore entre les chambres,6
970,Hotel propre et confortable accueil sympatique et pro Bon rapport qualité pro seul défaut   moquette au sol mais elle était propre ,8
971,Hôtel bien situé à proximité du métro Chambre conforme à la présentation propre et bonne surface Petit bémol jétais au er étage côté rue on pouvait entendre les bruits de la rue et des passants qui parlaient fort mais pas entendu dans la nuit Petit déjeuner à € sans plus,8
