,rating,description
0,10/10 Exceptionnel,hôtel très bien placé qui propose une prestation très convenable
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,8/10 Très bien,
5,8/10 Très bien,"Très bon séjour à Paris, Tres bon hôtel bien placé. C'est juste le temps qui n'a pas été de la partie "
6,6/10 Bien,"Hotel bruyant, loin des attentes"
7,8/10 Très bien,
8,8/10 Très bien,
9,8/10 Très bien,"Emplacement execpruonnel au coeur de paris mais chambre en etage superieur avec le bruit de la rue et des chambres voisines.
Petite surface mais tout le confort pour 1 ou 2nuits ( 2 oreillers par personne ,lampe de chevet, rideau occultant et penderie.
Sdb avec douche  fonctionnelle et pratique.
Vieil immeuble avec escalier qui penche..mais il y a un ascenseur!
Salle des petits dejeuners tres propre et pdj correct...dommage que les tables ne soient pas débarrassées au fur a mesure des departs des clients 
Recepetionnnistes tres aimables."
0,8/10 Très bien,
1,8/10 Très bien,Chambre très propre 
2,10/10 Exceptionnel,
3,8/10 Très bien,Chambre style sous-sol avec système de climatisation incontrôlable. Chambre humide. Hôtel 3 étoiles max. Par contre le quartier est intéressant et sécuritaire. 
4,2/10 Médiocre,
5,10/10 Exceptionnel,"Séjour d’1 nuit , chambre 4 eme étage propre et rénové . Bon accueil "
6,6/10 Bien,"Chambre lilliputienne, salle de bain liliputienne, toilettes liliputiennes. Pas une fois je n'ai pu entrer dans la chambre sans l'aide du staff, clef non fonctionnelle pour une raison inconnue. Bien placé pour le besoin."
7,10/10 Exceptionnel,"Hotel tres correct, tres superieur a d'autres enseignes tres connues. En revanche hotel.com ne dit pas qu'il prend des frais"
8,8/10 Très bien,
9,8/10 Très bien,
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,"L'accueil, la propreté et la beauté des lieux. "
2,10/10 Exceptionnel,Lieu hyper interessant 
3,10/10 Exceptionnel,Besoin d'avoir de bonne adresse pour des resto ou autre il sont hyper serviable 
4,10/10 Exceptionnel,Magnifique hôtel !
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,
8,8/10 Très bien,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,8/10 Très bien,"Je viens chaque année dans cet hôtel depuis une dizaine d'années. J'y étais bien, mais la déco, entièrement refaite à neuf , noire et gris foncé dans la chambre qui m'a été attribuée est , à mon goût, sinistre !
Quant à a salle d'eau, elle est vraiment petite même pour quelqu'un de très mince! !
Sinon l'emplacement et l'accueil sont très satisfaisants
"
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,"Accueuil, ambiance, confort, emplacement. personnel attentionné, Directeur aimable et avenant.
Tout est réunis pour rendre le séjour parfait.
Nous avons trouvé notre point de chute à Paris pour nos futurs voyages."
5,10/10 Exceptionnel,Bien !
6,4/10 Correct,
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"On adore, on y séjourne à chaque visite de paris et ceux depuis de nombreuses années. Nous sommes fidèles l hôtel est très bien placé à deux pas de l opera et un pas de la rue de la paix. La propreté est irréprochable. Les chambres pas très grandes mais joliment décorées. Les lits fort confortables. Le personnel très gentils.
Une excellente adresse. "
9,10/10 Exceptionnel,
0,8/10 Très bien,
1,6/10 Bien,Assez bruyant car chambres mal isolées. Il faisait un peu froid dans la chambre
2,10/10 Exceptionnel,
3,8/10 Très bien,Je apprecié le service de personnel mais la moquette doit être changée.
4,8/10 Très bien,"Mur très très fin, et chambre très sale, poils dans la baignoire, des énormes moutons de poussière…. "
5,8/10 Très bien,"Bien que la chambre n'était pas très grande et que l'hôtel était un peu vieux par endroits,  nous avons passé un tres bon séjour !
Hôtel tres bien situé (proche de la gare du Nord), et tres bon accueil. Merci pour les conseils et l'accueil. "
6,8/10 Très bien,
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,
9,8/10 Très bien,
0,10/10 Exceptionnel,Petit hôtel impeccable et près de tout. Je recommande fortement.
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,Top comme d’habitude
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"Emplacement idéal à proximité de la station St Paul. 
Amabilité du personnel. 
Petit déjeuner très complet. 
Je recommande cet établissement."
9,10/10 Exceptionnel,Top comme d'habitude
0,10/10 Exceptionnel,
1,10/10 Exceptionnel, 
2,8/10 Très bien,.
3,8/10 Très bien,
4,6/10 Bien,"Séjour professionnel (seum) d’une nuit début octobre 2022. 
Accueil agréable, Hôtel et chambre propre mais exiguë, juste la place de faire le tour de la moitié du lit collé dans un angle. La chambre devait faire environ 6m carrés et la salle de bain/toilette aussi ridiculement petite surtout pour 280€ la nuit sans le petit déjeuner. "
5,10/10 Exceptionnel,
6,8/10 Très bien,"Les plus :
L'accueil 
La literie 
La propreté de la chambre 

Les moins :
Chambre pas très spacieuse pour le prix
Équipement de la chambre
Insonorisation

Avis mitigé pour le rapport qualité prix  "
7,8/10 Très bien,Hôtel sympathique proche du quartier Mouffetard
8,8/10 Très bien,
9,8/10 Très bien,Des voisins bruyants mais qui ont fini par se taire après plusieurs coups sur les murs
0,10/10 Exceptionnel,"Bon accueil
Hôtel bien situé 
Adapté pour mon besoin "
1,4/10 Correct,
2,10/10 Exceptionnel,"Très bonne adresse, à pris accessible pour un emplacement exceptionnel. La chambre etait un peu petite mais pour un court sejour cest parfait "
3,8/10 Très bien,
4,10/10 Exceptionnel,"Personnel accueillant,tout est bien "
5,8/10 Très bien,"Rdv pro dans le coin, hotel tres bien tenu
Personnel tres sympa"
6,8/10 Très bien,Hôtel bien placé. Chambre coté cour (cour affreuse mais silencieuse la nuit donc ok). Chambre propre. Équipement TV top. Par contre salle de bain petite pour un 3 étoiles et surtout la peinture de la chambre doit être refaite. Dommage. 
7,10/10 Exceptionnel,Duplex très confortable en famille. Service à distance efficace. Quartier génial 
8,8/10 Très bien,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,6/10 Bien,Très très vétuste 
2,10/10 Exceptionnel,
3,8/10 Très bien,
4,4/10 Correct,
5,8/10 Très bien,
6,6/10 Bien,
7,6/10 Bien,"La réception est décevante , petite et encombrée 
Les moquettes dans les corridors  ne sont pas propres . La
Chambre était correcte mais le plancher n’avait pas été nettoyé.
La localisation est parfaite .
"
8,6/10 Bien,"La chambre est propre mais les escaliers avec la moquette ne donne pas envie.
Dans la chambre seul 2 ampoules fonctionnaient sur 4.
Dans la salle de bain même pas un sèche cheveux et pas de prise dans la salle de bain pour la brancher.
En demandant l'accueil vous en prête un"
9,4/10 Correct,
0,10/10 Exceptionnel,Séjour agréable. Nous reviendrons 
1,10/10 Exceptionnel,"Was greaqt location is really good,a bit noissy for the room on the street"
2,10/10 Exceptionnel,"Super expérience dans cet établissement. 
Prestations tout à fait correctes en regard du prix. 
Personnel à l’accueil vraiment de qualité, très à l’écoute. 
Accès au spa très agréable et intimiste. 
Chambre très propre et calme."
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,"Excellent. Je recommande. Personnel très sympathique. Très propre. Le spa est génial, mais il faut penser à réserver avant. Juste un peu de bruit le soir dans la rue, mais plus rien après 11h."
8,8/10 Très bien,
9,8/10 Très bien,"Hotel confortable et propre , mais pas de port du masque ,ni par le personnel ,ni par les clients dans les parties communes !!!"
0,8/10 Très bien,"Hôtel pas cher, bien placé, juste à côte de la place de la République.
Assez mal insonorisé.
Idéal pour passer une ou deux nuits."
1,8/10 Très bien,
2,8/10 Très bien,
3,8/10 Très bien,
4,4/10 Correct,
5,10/10 Exceptionnel,
6,6/10 Bien,
7,10/10 Exceptionnel,
8,6/10 Bien,
9,2/10 Médiocre,"Hôtel sale, personnel incompétent et désagréable, chambre sale, TV en panne, Wifi inexistant. "
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,Accueil des plus chaleureux et service exceptionnel de tous les membres du personnel!
2,10/10 Exceptionnel,"Tout a été parfait SAUF la gestion de mon statut VIP via Hotelss.com. L'hotel n'a pas ete prevenu de mpn statut, de fait je n'ai pas eu les avantages associés. L'erreur vient donc d hotels.com et je souhaite que cela soit geré.

merci de me contacter."
3,4/10 Correct,"Nous avins trouvé les chambres trop petites  pas pratique  pas de mini bar, manque de coherence   grand pouf  alors qu il n y a pas de  place pour bouger. Carrelage salle de bain sale   trop cher pour un 4 etoiles."
4,10/10 Exceptionnel,"The best thing about this hotel is its location, so close to Gare du Nord. But the hotel is also very, very nice; we can even say a luxury hotel. Nice rooms, quite large, very clean and modern plus some little extras. Very good breakfasts. And there is a hammam (steam bath - sauna) to top it off. Excellent."
5,10/10 Exceptionnel,
6,6/10 Bien,
7,8/10 Très bien,
8,10/10 Exceptionnel,"Le décor
Le confort 
Le petit dej
La collation en chambre après notre spectacle "
9,8/10 Très bien,on sejour dans un hotel cependant  tres impersonnel.
0,2/10 Médiocre,Impossible de dormir compte tenu du bruit sur rue (aucune isolation des fenêtres). Salle de bain exiguë. Propreté très limite. A éviter. 
1,8/10 Très bien,Petit et calme.... personnel tres sympathique. ..
2,10/10 Exceptionnel,Non
3,8/10 Très bien,Très bien 
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Literie très confortable, couette extrêmement douce   "
7,8/10 Très bien,
8,10/10 Exceptionnel,"Très bon emplacement, personnel aimable,
"
9,10/10 Exceptionnel,Bel hotel situé sur une rue tranquille donc calme.
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,8/10 Très bien,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,Bon séjour grâce au personnel accueillant. Les locaux sont bien entretenus.
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,Très bien 
0,10/10 Exceptionnel,
1,8/10 Très bien,"Hôtel bien situé, service impeccable, rien à dire"
2,8/10 Très bien,"Suite junior spacieuse, bien décorée, vue Tour Effeil Notre Dame et Tour Montparnasse appréciable !
Accueil personnalisé au top.
Menu Restaurant varié, cocktail bien préparé
Merci pour le service (Malik)"
3,10/10 Exceptionnel,"La chambre réservée n'est pas celle qu'on a eu, mais l'hotel nous a compensé par un avoir qui nous a pleinement satisfait"
4,8/10 Très bien,Très bien situé! Plein de restaurants et un très beau secteur. Métro en face du l'hôtel.
5,10/10 Exceptionnel,Proche de tout 
6,10/10 Exceptionnel,"Bon accueil, serviable et propre"
7,8/10 Très bien,
8,10/10 Exceptionnel,Découverte en famille de Paris. Très bon hotel avec un emplacement central parfait.
9,8/10 Très bien,
0,8/10 Très bien,
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,4/10 Correct,"Très moyen,la chasse d'eau se mettait à couler tout seule puis s'arrêtait et repartait, ça a duré tout la nuit.
La lumière du couloir etait visible sur tout l'encadrement de la porte toute la nuit.
Compliqué de dormir dans ces conditions,heureusement ce n'était qu'une seule nuit.
Je n'y retournerai pas."
4,6/10 Bien,"Séjour correct, juste une remarque l’aspirateur dans la chambre n’est pas suffisamment passer."
5,10/10 Exceptionnel,une nuit et un petit dejeuner et un service des personnes de laccueil tres bien
6,4/10 Correct,
7,10/10 Exceptionnel,"personnel tres serviable et chaleureux, pdj tres sympa


`"
8,2/10 Médiocre,"Moquette Très sale, lavabo bouché, chauffage très bruyant. 
Pas du tout dans les standards tarifaires. J’ai payé deux chambres ( mon collaborateur et moi) 430€ sans les ptits dej et les taxes !!!!
Inadmissible 
Je ne suis pas prêt d’en faire la publicité, bien au contraire !"
9,8/10 Très bien,Hôtel agréable sur une grande avenue 
0,10/10 Exceptionnel,"Confort, Flexibilité, Amabilité"
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,"Suite junior incroyable! C'était relaxant pour des vacances. Un personnel à l'écoute, gentil et pointilleux. Je recommande vivement !"
4,10/10 Exceptionnel,"Hôtel super bien situé.
La déco est vraiment sympa et le petit dej top également, nous avons beaucoup aimé notre séjour. "
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"Petit hôtel très bien situé, propre et surtout un personnel très accueillant ce qui est rare à paris 😜"
9,10/10 Exceptionnel,
0,4/10 Correct,"Hôtel idéalement placé, les chambres sont très propres mais trop petites pour deux valises. Le service n'est pas agréable. Le réceptionniste de jour ne se met pas à la place du client et se permet des remarques antisémites."
1,6/10 Bien,"Bien placé, proche de musées et restaurants. Malgré de double vitrage trop brouillant, le personnel a manipe des colis vers 5h du matin en faisant énormément de bruit et parlant très fort autant à l’extérieur qu’à l’intérieur. Au Check out la personne ne parlais qu’anglais !! "
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,Service très chaleureux. Chambre très propre et confortable. Magnifique quartier 
4,10/10 Exceptionnel,"Personnel accueillant et disponible pour toutes informations. Hyper bien centralisé dans Paris proche de tous les transports en commun. Chambre petite mais bien insonorisé des bruits extérieurs. J’y retournerais sans souci.
"
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"très cozy, très bon accueil"
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"Hotel très bien situé dans le Marais, chambre peu spacieuse mais cosy belle salle de petit déjeuner dans cave voûtée personnel sympa Bonne note générale"
